Coursename,Coursecode,Hours,Classification
Reasoning and Decision Making,PSY 355R,3,Upper Division
Social Cognition,PSY 355S,3,Upper Division
Undergraduate Research,PSY 357,3,Upper Division
Advanced Undergraduate Research,PSY 357R,3,Upper Division
Experimental Psychology,PSY 458,4,Upper Division
Honors Research Tutorial,PSY 158H,1,Upper Division
Selected Topics: Readings: Tutorial,PSY 359,3,Upper Division
Honors Research I,PSY 359H,3,Upper Division
Introduction to Clinical Psychology,PSY 364,3,Upper Division
Childhood Trauma and Adversity,PSY 364C,3,Upper Division
Forensic Psychology,PSY 364F,3,Upper Division
Mental Illness and the Brain,PSY 364M,3,Upper Division
Positive Psychology and the Good Life,PSY 364P,3,Upper Division
Human Sexuality,PSY 364S,3,Upper Division
Multicultural Psychotherapy,PSY 364T,3,Upper Division
"Behavioral Science, Equity, and Inclusion",PSY 365D,3,Upper Division
Emotion,PSY 365E,3,Upper Division
Gender and Racial Attitudes,PSY 365G,3,Upper Division
Advanced Social Psychology,PSY 365L,3,Upper Division
Learning and Memory,PSY 371,3,Upper Division
Psychological Data Science Foundations I,PSY 371E,3,Upper Division
Psychological Data Science Foundations II,PSY 371F,3,Upper Division
Introduction to Machine Learning,PSY 371M,3,Upper Division
Natural Human Behavior in the Real World,PSY 371N,3,Upper Division
Applied Data Science,PSY 371P,3,Upper Division
Ethics in Behavioral Data Science,PSY 371Q,3,Upper Division
Brain Mechanisms and Learning Theory Applied to Real World Scenarios,PSY 371R,3,Upper Division
Bayesian Data Analysis,PSY 371S,3,Upper Division
Text Analysis for Behavioral Data Science,PSY 371T,3,Upper Division
The Neurobiology of Attention,PSY 373N,3,Upper Division
Undergraduate Practicum,"PSY 377P, 677P","3, 6",Upper Division
Honors Research II,PSY 379H,3,Upper Division
Human Neuropsychology,PSY 380C,3,Graduate
Fundamentals of Evolutionary Psychology,PSY 380F,3,Graduate
Grant Writing,PSY 380G,3,Graduate
Writing Workshop,PSY 380W,3,Graduate
Methods of fMRI: From Design to Data Analysis,PSY 381C,3,Graduate
Advanced Topics in Neuroimaging,PSY 381D,3,Graduate
Introduction to Psychophysiology,PSY 381E,3,Graduate
Grant Writing for the National Science Foundation,PSY 381F,3,Graduate
Grant Writing in the Behavioral and Biological Sciences,PSY 381G,3,Graduate
Professional Development for Careers in Psychological Science,PSY 381H,3,Graduate
Area Seminar in Cognitive Science,PSY 382E,3,Graduate
R Programming in Behavioral Sciences,PSY 382F,3,Graduate
Promoting Wellbeing and Thriving,PSY 182H,1,Graduate
Internship in Clinical Psychology,"PSY 182K, 282K, 382K","1, 2, 3",Graduate
Neural and Computational Basis of Vision,PSY 382V,3,Graduate
Functional Neuroanatomy,PSY 383C,3,Graduate
Area Seminar in Cognitive Neuroscience,PSY 383E,3,Graduate
Fundamentals of Physiological Psychology,PSY 383M,3,Graduate
Proseminar: Professional Development,PSY 383P,3,Graduate
Principles of Sensory and Behavioral Neuroscience,PSY 383T,3,Graduate
Bootstrap Statistics,PSY 384C,3,Graduate
Area Seminar in Clinical Psychology,PSY 184E,1,Graduate
Advanced Statistics: Experimental Design,PSY 384K,3,Graduate
Advanced Statistics: Inferential,PSY 384M,3,Graduate
Regression Analysis,PSY 384P,3,Graduate
Advanced Applied Statistics I,PSY 384Q,3,Graduate
Data analysis with R,PSY 184R,1,Graduate
Advanced Applied Statistics II,PSY 384S,3,Graduate
Structural Equation Modeling,PSY 384T,3,Graduate
Area Seminar in Developmental Psychology,"PSY 185E, 385E","1, 3",Graduate
Linear Models: Regression and ANOVA Methods,PSY 385J,3,Graduate
Fundamentals of Personality Psychology,PSY 385N,3,Graduate
Fundamentals of Social Psychology,PSY 385P,3,Graduate
Multivariate Pattern Analysis,PSY 386D,3,Graduate
Area Seminar in Individual Differences and Evolutionary Psychology,"PSY 186E, 386E","1, 3",Graduate
Fundamentals of Psycholinguistics,PSY 386N,3,Graduate
Human Language Processing,PSY 387C,3,Graduate
"Area Seminar in Perception, Brain, and Behavior Psychology","PSY 187E, 387E","1, 3",Graduate
Perceptual Systems,PSY 387N,3,Graduate
Principles of Cognitive Neuroscience,PSY 387S,3,Graduate
Individual Differences Psychology,PSY 388D,3,Graduate
Area Seminar in Social and Personality Psychology,"PSY 188E, 388E","1, 3",Graduate
Conference on Special Topics,PSY 388K,3,Graduate
"Area Seminar in Cognition, Brain and Behavior",PSY 189E,1,Graduate
Theory and Techniques of Assessment I,PSY 389K,3,Graduate
Theory and Techniques of Assessment II,PSY 389L,3,Graduate
Research,"PSY 190, 290, 390","1, 2, 3",Graduate
Area Seminar in Behavioral Neuroscience,PSY 191E,1,Graduate
Learning and Memory,PSY 391N,3,Graduate
Issues and Controversies in Statistical and Scientific Inquiry,PSY 391P,3,Graduate
Fundamentals of Comparative Psychology,PSY 392N,3,Graduate
Clinical Practicum I,PSY 393,3,Graduate
Clinical Practicum II,PSY 393K,3,Graduate
Neuroinflammation in Health and Pathology,PSY 394I,3,Graduate
