Coursename,Coursecode,Hours,Classification
Topics in Biomedical Engineering,M E 385J,3,Graduate
"Modeling, Simulation, and Control of Physical Systems",M E 386M,3,Graduate
Topics in Materials Science: Fundamentals,M E 386P,3,Graduate
Topics in Materials Science: Structure and Properties,M E 386Q,3,Graduate
Topics in Materials Science: Physical and Electronic Properties,M E 386R,3,Graduate
Topics in Materials Science: Microelectronics and Thin Films,M E 386S,3,Graduate
Topics in Materials Science: The Design of Technical Materials,M E 386T,3,Graduate
Applied Dynamics and Feedback Control,M E 387M,3,Graduate
Topics in Materials Science: Thermodynamics and Kinetics,M E 387Q,3,Graduate
Topics in Materials Science: Experimental Techniques,M E 387R,3,Graduate
Topics in Materials Processing,M E 387S,3,Graduate
Nuclear Power Engineering,M E 388C,3,Graduate
Nuclear Reactor Theory I,M E 388D,3,Graduate
Nuclear Reactor Theory II,M E 388E,3,Graduate
Computational Methods in Radiation Transport,M E 388F,3,Graduate
Nuclear Radiation Shielding,M E 388G,3,Graduate
Nuclear Safety and Security,M E 388H,3,Graduate
Neutron Interactions and Their Applications in Nuclear Science and Engineering,M E 388J,3,Graduate
Mathematical Methods for Nuclear and Radiation Engineering,M E 388M,3,Graduate
Design of Nuclear Systems,M E 388N,3,Graduate
Applied Nuclear Physics,M E 388P,3,Graduate
Modern Trends in Nuclear and Radiation Engineering,M E 388S,3,Graduate
Nuclear Environmental Protection,M E 389C,3,Graduate
The Nuclear Fuel Cycle,M E 389F,3,Graduate
Materials Processing,M E 389M,3,Graduate
Topics in Nuclear and Radiation Engineering: Design of Systems,M E 389Q,3,Graduate
Vehicle System Dynamics and Controls,M E 390,3,Graduate
Cyber Vehicle Systems,M E 390C,3,Graduate
Nuclear Security System Design,M E 390E,3,Graduate
Nuclear Analysis Techniques,M E 390F,3,Graduate
Nuclear Engineering Laboratory,M E 390G,3,Graduate
The Enterprise of Technology,M E 390M,3,Graduate
Health Physics Laboratory,M E 390N,3,Graduate
Nuclear and Radiochemistry,M E 390T,3,Graduate
Advanced Nuclear Engineering,M E 390V,3,Graduate
Proposal Writing,M E 390W,3,Graduate
Introduction to Manufacturing Systems,M E 391M,3,Graduate
Artificial Intelligence Programming for Engineers,M E 391R,3,Graduate
Design Optimization and Automation,M E 392C,3,Graduate
Topics in Computer Graphics and Computer-Aided Design,M E 392G,3,Graduate
Topics in Advanced Mechanical Design,M E 392M,3,Graduate
Topics in Manufacturing,M E 392Q,3,Graduate
Engineering Design & Innovation,M E 393M,3,Graduate
The Enterprise of Technology,M E 395,3,Graduate
Engineering Design and Innovation with Product Design,M E 395M,3,Graduate
Decision and Control of Human-Centered Robots,M E 396D,3,Graduate
Materials Science and Engineering,M E 396M,3,Graduate
Application Programming for Engineers,M E 396P,3,Graduate
Topics in Current Engineering Studies,M E 397,3,Graduate
Topics in Graduate Seminar,"M E 197K, 297K, 397K","1, 2, 3",Graduate
Graduate Research Internship,M E 397M,3,Graduate
Projects in Mechanical Engineering,"M E 197P, 297P, 397P","1, 2, 3",Graduate
Introduction to Graduate Studies,M E 097S,0,Graduate
Thesis,M E 698,6,Graduate
Engineering Teaching Practicum,"M E 198C, 398C, 698C","1, 3, 6",Graduate
Introduction to Automatic Control,M E 398M,3,Graduate
Topics in Engineering Teaching Practicum,"M E 198P, 398P, 698P","1, 3, 6",Graduate
Topics in Teaching Portfolio Preparation,"M E 198Q, 398Q","1, 3",Graduate
Master's Report,M E 398R,3,Graduate
Assessment and Curriculum Design in Engineering,M E 398S,3,Graduate
Supervised Teaching in Mechanical Engineering,M E 398T,3,Graduate
Dissertation,"M E 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 581
DegreeView
