Coursename,Coursecode,Hours,Classification
International Political Economy of Lower-Income Countries,SOC 324P,3,Upper Division
African American Family in Historical and Contemporary Contexts,SOC 325F,3,Upper Division
Criminology,SOC 325K,3,Upper Division
Sociology of Criminal Justice,SOC 325L,3,Upper Division
Data Science for the Social World,SOC 326D,3,Upper Division
Social Research Methods,SOC 327M,3,Upper Division
Social Stratification,SOC 329,3,Upper Division
Topics in Sociology,"SOC 129S, 229S, 329S, 429S, 529S, 629S, 729S, 829S, 929S","1, 2, 3, 4, 5, 6, 7, 8, 9",Upper Division
Death and Dying: Sociological Perspectives,SOC 330C,3,Upper Division
Sociology and Social Psychology,SOC 330P,3,Upper Division
Sociology of Gender,SOC 333K,3,Upper Division
Reproductive Justice and Race,SOC 335R,3,Upper Division
American Dilemmas,SOC 336C,3,Upper Division
"Race, Class, and Health",SOC 336D,3,Upper Division
Gender Politics in the Islamic World,SOC 336G,3,Upper Division
Social Psychology and the Law,SOC 336P,3,Upper Division
Globalization,SOC 340C,3,Upper Division
Violence,SOC 340D,3,Upper Division
Aging and the Life Course,SOC 340L,3,Upper Division
Race and United States Social Policy,SOC 340S,3,Upper Division
Medical Sociology,SOC 341C,3,Upper Division
"The Politics and Art of Iran's Woman, Life, Freedom Uprising",SOC 341D,3,Upper Division
Social Inequality and Health in the United States,SOC 342N,3,Upper Division
Sex and Sexuality in the Muslim World,SOC 342S,3,Upper Division
Religion and Society,SOC 343,3,Upper Division
Racial and Ethnic Relations,SOC 344,3,Upper Division
"Race, Science, and Race Science",SOC 344C,3,Upper Division
Inequality in the United States Educational System,SOC 345D,3,Upper Division
Sociology Internship Seminar,SOC 350M,3,Upper Division
Social Movements,SOC 352,3,Upper Division
Media Industries and Entrepreneurship,SOC 352E,3,Upper Division
Globalization and Social Media,SOC 352S,3,Upper Division
Sociology of Health and Illness,SOC 354K,3,Upper Division
Labor and Labor Movements,SOC 359,3,Upper Division
Deviance,SOC 366,3,Upper Division
Population and Society,SOC 369K,3,Upper Division
Honors Tutorial Course,SOC 679H,6,Upper Division
Sociological Theory,SOC 379M,3,Upper Division
Conference Course,SOC 379N,3,Upper Division
Undergraduate Research Opportunity,SOC 379P,3,Upper Division
Conference Course,"SOC 180, 280, 380","1, 2, 3",Graduate
Topics in Seminars in Social Psychology,SOC 383K,3,Graduate
Special Topics in Social Statistics,SOC 384J,3,Graduate
Social Statistics: Basic Concepts and Methods,SOC 384L,3,Graduate
Topics in Seminar in Data Analysis,SOC 384M,3,Graduate
Social Statistics: Discrete Multivariate Models,SOC 385K,3,Graduate
Social Statistics: Linear Models,SOC 385M,3,Graduate
Causal Inference,SOC 385N,3,Graduate
Social Statistics: Dynamic Models and Longitudinal Data Analysis,SOC 386L,3,Graduate
Special Topics in Social Research Methods,SOC 387C,3,Graduate
Fundamentals of Research Methods,SOC 387J,3,Graduate
Qualitative Methods for the Social Sciences,SOC 387L,3,Graduate
Readings in Ethnography,SOC 388J,3,Graduate
Field and Observational Methods,SOC 388K,3,Graduate
Historical and Comparative Methods,SOC 388L,3,Graduate
Ethnographic Theory and Practice,SOC 388N,3,Graduate
Event History Analysis,SOC 389E,3,Graduate
Topics in Seminars in Demography,SOC 389K,3,Graduate
Proposal Preparation,"SOC 190K, 290K, 390K, 690K, 990K","1, 2, 3, 6, 9",Graduate
Basic Demographic Methods and Materials,SOC 391L,3,Graduate
Topics in Seminars in Sociological Theory,SOC 394K,3,Graduate
Topics in Seminars in Education,SOC 395E,3,Graduate
Topics in Seminars in Family,SOC 395F,3,Graduate
Topics in Seminars in Gender,SOC 395G,3,Graduate
Topics in Seminars in Health,SOC 395J,3,Graduate
Topics in Seminars in Race and Ethnicity,SOC 395L,3,Graduate
"Topics in Seminars in Work, Occupations, and Organizations",SOC 396L,3,Graduate
"Topics in Seminars in Crime, Law, and Deviance",SOC 396N,3,Graduate
"Topics in Seminars in Political Sociology, Development, and Globalization",SOC 396P,3,Graduate
Topics in Seminars in Law and Human Rights,SOC 396Q,3,Graduate
Publishing Papers in Sociology,SOC 397D,3,Graduate
Proseminar,SOC 397P,3,Graduate
Thesis,SOC 698,6,Graduate
Supervised Teaching in Sociology,SOC 398T,3,Graduate
Dissertation,"SOC 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 453
DegreeView
