Coursename,Coursecode,Hours,Classification
International Political Economy,GOV 360E,3,Upper Division
Global Governance,GOV 360F,3,Upper Division
Causes of War,GOV 360G,3,Upper Division
The Politics of International Trade,GOV 360I,3,Upper Division
Globalization and the Nation State,GOV 360J,3,Upper Division
Business and Society,GOV 360O,3,Upper Division
International Organization,GOV 360P,3,Upper Division
Civil Wars and Ethnic Violence,GOV 360R,3,Upper Division
Terrorism and Counterterrorism,GOV 360S,3,Upper Division
Multinational Corporations and International Law,GOV 360T,3,Upper Division
Globalization and the Coronavirus Pandemic,GOV 362C,3,Upper Division
Government Research Internship,"GOV 362L, 662L","3, 6",Upper Division
Archer Center Washington Internship,GOV 662N,6,Upper Division
Memories of War,GOV 362S,3,Upper Division
Security and Policy in Eastern Europe and Russia,GOV 362U,3,Upper Division
Switzerland and Globalization,GOV 363U,3,Upper Division
Islam and Politics,GOV 364C,3,Upper Division
Evolution of Special Operation Forces,GOV 364D,3,Upper Division
Monarchies and Mini-States,GOV 364E,3,Upper Division
Soundtrack of Revolutions,GOV 364F,3,Upper Division
Ottoman State and Society,GOV 364G,3,Upper Division
Political Warfare and Propaganda,GOV 364V,3,Upper Division
Japanese Foreign Policy,GOV 365C,3,Upper Division
International Relations of East and Southeast Asia,GOV 365D,3,Upper Division
Political Economy of Asia,GOV 365E,3,Upper Division
Asian Regionalism and Multilateral Cooperation,GOV 365F,3,Upper Division
The Military in Politics,GOV 365G,3,Upper Division
Authoritarianism,GOV 365I,3,Upper Division
Australian Society and Politics,GOV 365J,3,Upper Division
State Building in China and Taiwan,GOV 365O,3,Upper Division
Comparative Political Parties,GOV 365Q,3,Upper Division
Institutions and Comparative Political Economic Development,GOV 365R,3,Upper Division
Comparative Legal Systems,GOV 365S,3,Upper Division
Suicide Terrorism,GOV 365T,3,Upper Division
European Environmental Politics,GOV 365U,3,Upper Division
Comprehensive Notions of European Security,GOV 365V,3,Upper Division
Human Rights and World Politics,GOV 365W,3,Upper Division
The Ethics of Foreign Intervention,GOV 366C,3,Upper Division
"Capitalism, Socialism, and Democracy",GOV 366D,3,Upper Division
Immigration and Comparative Politics,GOV 366E,3,Upper Division
Issues in Third World Development,GOV 366F,3,Upper Division
British Politics and Government,GOV 366G,3,Upper Division
Israel: Society and Politics,GOV 366I,3,Upper Division
Ethnic Politics in Taiwan and Asia,GOV 366J,3,Upper Division
International Development and Global Justice,GOV 366L,3,Upper Division
International Political Economy of Lower-Income Countries,GOV 366M,3,Upper Division
Contemporary Middle Eastern Cinema,GOV 366N,3,Upper Division
Rule of Law in the Middle East,GOV 366O,3,Upper Division
The Shock of Modernity in the Middle East,GOV 366P,3,Upper Division
Cultures of Revolution in the Middle East,GOV 366R,3,Upper Division
The Levant: From Colonialism to Coexistence,GOV 366T,3,Upper Division
Middle East Outlaws and Lawmen,GOV 366U,3,Upper Division
Partition of India in History and Memory,GOV 367C,3,Upper Division
German Nationalisms,GOV 368T,3,Upper Division
Politics of Memory: Germany and the United States,GOV 368U,3,Upper Division
Nazi Culture and Politics,GOV 368V,3,Upper Division
Election Campaigns,GOV 370C,3,Upper Division
Congressional Elections,GOV 370E,3,Upper Division
Public Opinion and Representation,GOV 370F,3,Upper Division
The Politics of Food in America,GOV 370I,3,Upper Division
Campaigns and Elections,GOV 370J,3,Upper Division
Topics in Racial and Ethnic Politics,GOV 370K,3,Upper Division
Topics in American Government and Politics,GOV 370L,3,Upper Division
Research on the United States Congress,GOV 370M,3,Upper Division
Research on the United States Congress II,GOV 370N,3,Upper Division
The Politics of Title IX,GOV 370O,3,Upper Division
Policy-Making Process,GOV 370P,3,Upper Division
Political Psychology,GOV 370Q,3,Upper Division
Money in United States Politics,GOV 370R,3,Upper Division
Social Movements: Theory and Practice,GOV 370S,3,Upper Division
The Presidency in the Constitutional Order,GOV 370T,3,Upper Division
Urban Politics,GOV 370U,3,Upper Division
The Politics of Health Care,GOV 370V,3,Upper Division
The United States as a Territorial Nation,GOV 370W,3,Upper Division
Problems in United States Politics,GOV 371C,3,Upper Division
"Race, Policing, and Incarceration",GOV 371D,3,Upper Division
Policy Formulation and Implementation,GOV 371E,3,Upper Division
The Black Church in African American Politics,GOV 371F,3,Upper Division
African-American Politics,GOV 371G,3,Upper Division
The United States Congress,GOV 371I,3,Upper Division
Politics of Voter Suppression,GOV 371J,3,Upper Division
Latino Politics,GOV 371L,3,Upper Division
African-American Women's Political Activism,GOV 371M,3,Upper Division
Administrative Internship,"GOV 371N, 671N","3, 6",Upper Division
American Political Development,GOV 371O,3,Upper Division
Race and United States Social Policy,GOV 371P,3,Upper Division
Politics and Religion in the United States,GOV 371R,3,Upper Division
News Media as a Political Institution,GOV 371S,3,Upper Division
Politics and Film,GOV 371U,3,Upper Division
Latina/o/x Citizenship,GOV 371V,3,Upper Division
United States Immigration Policy and Stories of Migration,GOV 372C,3,Upper Division
Politics of Latino Identity,GOV 372D,3,Upper Division
Campaigns and Elections Internship,"GOV 372N, 672N","3, 6",Upper Division
Legislative Internship,"GOV 373N, 673N","3, 6",Upper Division
Political Internship,GOV 374N,3,Upper Division
Regime Perspectives on American Politics,GOV 379C,3,Upper Division
Citizenship in Democratic Politics,GOV 379D,3,Upper Division
Homer and Plato,GOV 379E,3,Upper Division
Politics in Fiction,GOV 379F,3,Upper Division
Jerusalem and Athens,GOV 379G,3,Upper Division
Honors Tutorial Course,GOV 679H,6,Upper Division
Topics in Honors Seminar,GOV 379S,3,Upper Division
Mathematical Methods for Political Analysis,GOV 380R,3,Graduate
Political Institutions and Processes,GOV 381J,3,Graduate
Topics in Seminar in American Government and Politics,GOV 381L,3,Graduate
Political Behavior,GOV 381R,3,Graduate
Topics in Seminar in Political Behavior,GOV 381S,3,Graduate
Studies in Political Theory and Philosophy,GOV 382K,3,Graduate
Topics in Seminar in Political Theory and Philosophy,GOV 382M,3,Graduate
Problems in the Study of Politics,GOV 383K,3,Graduate
Topics in Seminar: Latin American Politics,GOV 384L,3,Graduate
Topics in Seminar in Public Policy and Administration,GOV 384M,3,Graduate
Topics in Seminar in Public Law,GOV 384N,3,Graduate
Foundations of Public Policy,GOV 385K,3,Graduate
Topics in Seminar in Methodology,GOV 385L,3,Graduate
Topics in Colloquium in Politics,GOV 185M,1,Graduate
Introduction to Formal Political Analysis,GOV 385N,3,Graduate
Topics in Seminar in Formal Theory,GOV 385R,3,Graduate
Social Science Research for Political Professionals,GOV 386J,3,Graduate
Survey Methods for Campaigns and Advocacy,GOV 386L,3,Graduate
The Study of International Relations,GOV 388K,3,Graduate
Topics in Seminar in International Relations,GOV 388L,3,Graduate
Comparative Study of Political Systems,GOV 390K,3,Graduate
Topics in Seminar in Comparative Government and Politics,GOV 390L,3,Graduate
Statistical Analysis in Political Science I,GOV 391J,3,Graduate
Topics in Seminar in Political Science,GOV 391K,3,Graduate
Statistical Analysis in Political Science II,GOV 391L,3,Graduate
Research Colloquium in Political Science,GOV 391R,3,Graduate
Conference Course in Political Science,"GOV 397K, 697K, 997K","3, 6, 9",Graduate
Thesis,GOV 698,6,Graduate
Master's Report,GOV 398R,3,Graduate
Supervised Teaching in Government,GOV 398T,3,Graduate
Dissertation,"GOV 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 733
DegreeView
