Coursename,Coursecode,Hours,Classification
Research Problems,"MFG 197, 397, 597, 697","1, 3, 5, 6",Graduate
Topics in Advanced Manufacturing Systems Engineering,MFG 397K,3,Graduate
Graduate Research Internship,MFG 397M,3,Graduate
Topics in Technical Communication: Graduate Seminar,MFG 197S,1,Graduate
Thesis,MFG 698,6,Graduate
Master's Report,MFG 398R,3,Graduate
,,Total Hours: 19
DegreeView
