Coursename,Coursecode,Hours,Classification
European Empires in Asia,HIS 340R,3,Upper Division
The Chinese in the United States,HIS 340S,3,Upper Division
"Taiwan: Colonization, Migration, and Identity",HIS 340T,3,Upper Division
The Cultural Outsider: Memoirs of East Asia,HIS 340U,3,Upper Division
Big Asian Histories,HIS 340V,3,Upper Division
The Two Koreas and the United States,HIS 341F,3,Upper Division
History and Memory in Japan and Korea,HIS 341J,3,Upper Division
Origins of Modern Japan,HIS 341K,3,Upper Division
Imperial Japan,HIS 341M,3,Upper Division
Postwar Japan,HIS 342C,3,Upper Division
Political Economy of Japan,HIS 342D,3,Upper Division
The Age of Reformation,HIS 343,3,Upper Division
Transnational Asia: From the Middle East to the Far East,HIS 343C,3,Upper Division
Muslim Travelers and Traders,HIS 343D,3,Upper Division
Modern Middle East History in One Hundred Objects,HIS 343E,3,Upper Division
Food History of Asia and the Middle East,HIS 343F,3,Upper Division
"Italian Renaissance, 1350-1550",HIS 343G,3,Upper Division
History of Russia to 1917,HIS 343L,3,Upper Division
History of Russia since 1917,HIS 343M,3,Upper Division
Russian Food Ways,HIS 343Q,3,Upper Division
Revolutionary Russia,HIS 343R,3,Upper Division
"Witches, Workers, and Wives",HIS 343W,3,Upper Division
France in the Middle Ages,HIS 344E,3,Upper Division
Anglo-Saxon England,HIS 344F,3,Upper Division
Twelfth-Century Renaissance: 1050-1200,HIS 344G,3,Upper Division
Norman and Angevin England,HIS 344J,3,Upper Division
Everyday Life in Early Modern Europe,HIS 344M,3,Upper Division
Death and the Afterlife in Ancient China,HIS 344N,3,Upper Division
"Northern Renaissance: Religion, Magic, and Humanism",HIS 344Q,3,Upper Division
Machiavelli: Politics and Culture,HIS 344R,3,Upper Division
The Crusades,HIS 344S,3,Upper Division
"The Coming of the Civil War, 1829-1861",HIS 345J,3,Upper Division
"The American Civil War and Reconstruction, 1861-1877",HIS 345L,3,Upper Division
Debt and Colonialism in the Caribbean,HIS 345O,3,Upper Division
Ancient India,HIS 346C,3,Upper Division
Medieval India,HIS 346D,3,Upper Division
Colonial Encounters in Mesoamerica,HIS 346E,3,Upper Division
"Precolonial India, 1200-1750",HIS 346G,3,Upper Division
Colonial Latin America through Objects,HIS 346J,3,Upper Division
Colonial Latin America,HIS 346K,3,Upper Division
Modern Latin America,HIS 346L,3,Upper Division
Early Modern India,HIS 346M,3,Upper Division
"The Indian Subcontinent, 1750-1950",HIS 346N,3,Upper Division
The Indian Republic Since 1947,HIS 346P,3,Upper Division
Revolution in Modern Latin America,HIS 346R,3,Upper Division
Revolution in Twentieth-Century Latin America,HIS 346S,3,Upper Division
The Cuban Revolution and the United States,HIS 346T,3,Upper Division
Twentieth-Century Rural Latin America,HIS 346V,3,Upper Division
Church and State in Latin America,HIS 346W,3,Upper Division
"Reimagining Cuba, 1868-Present",HIS 347C,3,Upper Division
Cuba in Question,HIS 347D,3,Upper Division
Puerto Rico In Crisis,HIS 347J,3,Upper Division
Seminar in Historiography,HIS 347L,3,Upper Division
Urban Slavery in the Americas,HIS 347N,3,Upper Division
When Christ was King,HIS 347P,3,Upper Division
Chile: From Revolution to Counterrevolution,HIS 347R,3,Upper Division
Military History to 1640,HIS 349R,3,Upper Division
"Survey of Military History, 1640 to 1900",HIS 349S,3,Upper Division
Topics in Undergraduate Seminar in History,HIS 350L,3,Upper Division
Topics in Undergraduate Seminar in United States History,HIS 350R,3,Upper Division
Alexander the Great and the Hellenistic World,HIS 351D,3,Upper Division
History of Religion in America since 1800,HIS 351P,3,Upper Division
Slavery and the New Testament,HIS 351Q,3,Upper Division
"The Mexican Revolution, 1910-1940",HIS 352F,3,Upper Division
"History of Modern Mexico, 1940-present",HIS 352G,3,Upper Division
England in the Twentieth Century,HIS 352P,3,Upper Division
The French Revolution and Napoleon,HIS 353,3,Upper Division
Archaic and Classical Greece,HIS 354E,3,Upper Division
The Three French Wars of the Twentieth Century,HIS 354F,3,Upper Division
France in the Dark Years,HIS 354G,3,Upper Division
France in Modern Times,HIS 354N,3,Upper Division
"The United States, 1877-1920",HIS 355F,3,Upper Division
"The United States, 1920-1941",HIS 355M,3,Upper Division
Main Currents of American Culture to 1865,HIS 355N,3,Upper Division
The United States since 1941,HIS 355P,3,Upper Division
United States Constitutional History,HIS 355S,3,Upper Division
History of the United States West,HIS 356G,3,Upper Division
Main Currents of American Culture since 1865,HIS 356K,3,Upper Division
The United States in the Civil Rights Era,HIS 356P,3,Upper Division
America and the Holocaust,HIS 356R,3,Upper Division
American Presidency: 1789 to the Present,HIS 356S,3,Upper Division
African American History to 1860,HIS 357C,3,Upper Division
African American History since 1860,HIS 357D,3,Upper Division
German-American Immigration and Ethnicity,HIS 357Q,3,Upper Division
History Internship,HIS 358C,3,Upper Division
History of Britain from 1783 through World War I,HIS 358M,3,Upper Division
Supervised Research,HIS 358Q,3,Upper Division
African Cities Since 1500,HIS 359C,3,Upper Division
Fashion in Africa,HIS 359D,3,Upper Division
History of Africa since 1800,HIS 359N,3,Upper Division
History of East Africa,HIS 359P,3,Upper Division
History of West Africa,HIS 359R,3,Upper Division
Mandela: The Man and His Politics,HIS 359S,3,Upper Division
The World of the Victorians,HIS 361C,3,Upper Division
The Church and the Jews,HIS 361D,3,Upper Division
Rebels and Revolutionaries in Russian History and Literature,HIS 361E,3,Upper Division
Berlin,HIS 361F,3,Upper Division
The Sacred and the Secular in Modern European Thought,HIS 361G,3,Upper Division
Medieval Warfare,HIS 361J,3,Upper Division
Russia's Soul: Spiritual Traditions,HIS 361O,3,Upper Division
Cultural Citizenship in the United States and Latin America,HIS 361Q,3,Upper Division
Nazi Culture and Politics,HIS 361R,3,Upper Division
European Espionage 1914-1989,HIS 361S,3,Upper Division
East European Transnational Worlds to 1914,HIS 361T,3,Upper Division
Geography in Eastern Europe and Eurasia,HIS 361U,3,Upper Division
Technology and Society in Modern Eastern Europe and Russia,HIS 361V,3,Upper Division
Russia and Ukraine in World History,HIS 361W,3,Upper Division
Vienna: Memory and the City,HIS 362C,3,Upper Division
Early Western Colonialism,HIS 362E,3,Upper Division
The First World War,HIS 362F,3,Upper Division
Living a Catastrophe: Chernobyl,HIS 362I,3,Upper Division
Cold War Eastern Europe,HIS 362O,3,Upper Division
Spinoza and Modernity,HIS 362P,3,Upper Division
Eastern Europe in the Twentieth Century,HIS 362Q,3,Upper Division
Jews of Eastern Europe,HIS 362R,3,Upper Division
Southeast Europe in the Twentieth Century,HIS 362S,3,Upper Division
"Heretics and Freedom Fighters, 1350-1650",HIS 362T,3,Upper Division
Environmental History of Eastern Europe,HIS 362U,3,Upper Division
War and Genocide: The Holocaust,HIS 362V,3,Upper Division
Legacies of World War II in Eastern Europe,HIS 362W,3,Upper Division
Argentina: Populism and Insurrection,HIS 363C,3,Upper Division
"Religion, Conquest, and Conversion in Colonial Latin America",HIS 363D,3,Upper Division
Mapping Latin America,HIS 363E,3,Upper Division
The Bible in the Colonial Americas,HIS 363F,3,Upper Division
Life and Politics in Contemporary Mexico,HIS 363J,3,Upper Division
Latin America in the Sixties,HIS 363T,3,Upper Division
History of Hindu Religious Traditions,HIS 364C,3,Upper Division
Prophet of Islam: His Life and Times,HIS 364D,3,Upper Division
The Dead Sea Scrolls,HIS 364E,3,Upper Division
African History in Films and Photographs,HIS 364F,3,Upper Division
Major Islamic Texts,HIS 364I,3,Upper Division
African Women's History,HIS 364J,3,Upper Division
Culture and Crisis in Contemporary Japan,HIS 364O,3,Upper Division
Apartheid: South African History,HIS 364P,3,Upper Division
French Empire: The West and Islam,HIS 364Q,3,Upper Division
Modernization in East Asia,HIS 364R,3,Upper Division
Black Slavery in the Atlantic,HIS 364S,3,Upper Division
Topics in United States History,HIS 365G,3,Upper Division
Jews: Nation or People,HIS 366D,3,Upper Division
Restitution and Restorative Justice after the Holocaust,HIS 366E,3,Upper Division
Politics of Food in Latin America,HIS 366F,3,Upper Division
Sexuality and Gender in Latin America,HIS 366P,3,Upper Division
Newton's Principia,HIS 366Q,3,Upper Division
Business and Society in South Asia,HIS 367C,3,Upper Division
Gender and Modern India,HIS 367D,3,Upper Division
"History of the Pilgrimage to Mecca, Hajj",HIS 367E,3,Upper Division
Slavery and South Asian History,HIS 367F,3,Upper Division
Partition of India in History and Memory,HIS 367J,3,Upper Division
History of Food and Healing in China and Taiwan,HIS 367Q,3,Upper Division
Islam in the Early Modern World: Religion and Culture,HIS 367S,3,Upper Division
Piracy in East Asia,HIS 368C,3,Upper Division
Banned in Japan: Censored Art,HIS 368D,3,Upper Division
The Age of the Samurai,HIS 368S,3,Upper Division
