Coursename,Coursecode,Hours,Classification
Social Entrepreneurship in Youth and Community Studies,EDC 363,3,Upper Division
Internship,"EDC 364, 664","3, 6",Upper Division
Fieldwork in Youth and Community Studies,EDC 364C,3,Upper Division
Classroom Interactions and Project Based Instruction,EDC 665,6,Upper Division
Knowing and Learning in Math and Science,EDC 365C,3,Upper Division
Classroom Interactions,EDC 365D,3,Upper Division
Project-Based Instruction,EDC 365E,3,Upper Division
Topics in Elementary School Subjects,EDC 370E,3,Upper Division
Topics in Secondary School Subjects,EDC 370S,3,Upper Division
Topics in All-Level School Subjects,EDC 370W,3,Upper Division
Social Entrepreneurship,EDC 371P,3,Upper Division
Reading Difficulties,EDC 371R,3,Upper Division
Topics in Praxis for Student Teaching,"EDC 371S, 671S, 971S","3, 6, 9",Upper Division
African Americans in Sports,EDC 373,3,Upper Division
Conference Course in Curriculum and Instruction,EDC 377,3,Upper Division
Sociocultural Foundations,EDC 380F,3,Graduate
Anthropology of Education,EDC 380G,3,Graduate
Current Issues,EDC 380H,3,Graduate
Educational Research and Design,EDC 380R,3,Graduate
Writing: Process and Pedagogy,EDC 380T,3,Graduate
Teaching Composition,EDC 380W,3,Graduate
Introduction to Teaching and Teacher Education,EDC 381F,3,Graduate
Curriculum Organization,EDC 381J,3,Graduate
Topics in Designs for Instruction,EDC 381M,3,Graduate
Introduction to Systems of Human Inquiry,EDC 381R,3,Graduate
Topics in Teaching Elementary School Subjects,EDC 382E,3,Graduate
Fundamentals of Statistics,EDC 382R,3,Graduate
Topics in Teaching Secondary School Subjects,EDC 382S,3,Graduate
Problems of College Teaching,EDC 382T,3,Graduate
Bibliography in Teaching and Curriculum,EDC 383C,3,Graduate
Curriculum Theory,EDC 383F,3,Graduate
Instructional Theory,EDC 383T,3,Graduate
Topics in Program Development and Research: Seminar,EDC 385G,3,Graduate
Topics in Cultural Transmissions in America,EDC 385H,3,Graduate
General Foundations of Education,EDC 385K,3,Graduate
Introduction to Quantitative Research,EDC 385R,3,Graduate
Introduction to Qualitative Research,EDC 386R,3,Graduate
Topics in Advanced Quantitative Research,EDC 387R,3,Graduate
Topics in Advanced Qualitative Research,EDC 388R,3,Graduate
Topics in Advanced Mixed Methods Research,EDC 389R,3,Graduate
Topics in Institute in Instruction,EDC 390T,3,Graduate
Topics in Curriculum and Pedagogy,EDC 391C,3,Graduate
Topics in Gender and Race in Education,EDC 391G,3,Graduate
Topics in Educational Policy,EDC 391P,3,Graduate
Topics in Educational Theory,EDC 391T,3,Graduate
Topics in Educational Evaluation,EDC 391V,3,Graduate
Philosophical Foundations of Education,EDC 392L,3,Graduate
Topics in Cultural Studies in Education,EDC 395C,3,Graduate
Topics in Social Studies Education,EDC 395H,3,Graduate
Topics in Early Childhood Education,EDC 395K,3,Graduate
Topics in Language and Literacy Studies,EDC 395L,3,Graduate
Topics in Bilingual Bicultural Education,EDC 395M,3,Graduate
Topics in Physical Education and Teacher Education,EDC 395P,3,Graduate
Topics in Learning Technologies,EDC 395T,3,Graduate
Topics in Doctoral Seminar,"EDC 196, 396","1, 3",Graduate
Directed Research in Curriculum and Instruction,"EDC 196T, 296T, 396T, 696T, 996T","1, 2, 3, 6, 9",Graduate
Independent Study,"EDC 197V, 397V","1, 3",Graduate
Thesis,EDC 698,6,Graduate
Graduate Internship,"EDC 198P, 398P, 698P","1, 3, 6",Graduate
Master's Report,EDC 398R,3,Graduate
Supervised Teaching in Curriculum and Instruction,EDC 398T,3,Graduate
Dissertation,"EDC 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 291
DegreeView
