Coursename,Coursecode,Hours,Classification
Technology Applications in Language Teaching,LTC 384,3,Graduate
The Foreign Language Learner,LTC 385,3,Graduate
Intensive Course Design and Instruction,LTC 386,3,Graduate
Topics in Language Teaching and Program Coordination,LTC 388,3,Graduate
Language and Culture Instruction: Theory and Practice,LTC 389,3,Graduate
Practicum in Language Teaching and Coordination,LTC 397P,3,Graduate
Supervised Teaching in Language Teaching and Coordination,LTC 398T,3,Graduate
,,Total Hours: 21
DegreeView
