Coursename,Coursecode,Hours,Classification
Professional Development I,H E 101P,1,Lower Division
Ethics Across Life,H E 102P,1,Lower Division
Professional Development II,H E 103P,1,Lower Division
Freshman Honors Seminar,H E 115H,1,Lower Division
Sophomore Honors Seminar,H E 225H,2,Upper Division
Topics in Problems Course,H E 355,3,Upper Division
Topics in Research Problems,H E 392,3,Graduate
,,Total Hours: 12
DegreeView
