Coursename,Coursecode,Hours,Classification
Inside View of the Federal Policymaking Process,GRS 382,3,Graduate
Archer Center Independent Study and Research,GRS 385,3,Graduate
Archer Center Washington Internship,"GRS 392, 692","3, 6",Graduate
"Reimagining Career Possibilities for Humanities, Arts, and Social Sciences",GRS 096,0,Graduate
Teaching Assistant Fundamentals,GRS 097,0,Graduate
,,Total Hours: 9
DegreeView
