Coursename,Coursecode,Hours,Classification
Seminar in Nonlinear Dynamics,PHY 382S,3,Graduate
Classical Mechanics,PHY 385K,3,Graduate
Statistical Mechanics,PHY 385L,3,Graduate
Seminar in Statistical Physics,PHY 385S,3,Graduate
Special Topics in Statistical Physics,PHY 385T,3,Graduate
Physics of Sensors,PHY 386K,3,Graduate
Technical Seminar,PHY 386N,3,Graduate
Seminar in Applied Physics,PHY 386S,3,Graduate
Electromagnetic Theory I,PHY 387K,3,Graduate
Electromagnetic Theory II,PHY 387L,3,Graduate
Relativity Theory I,PHY 387M,3,Graduate
Relativity Theory II,PHY 387N,3,Graduate
Graduate Colloquy,PHY 388M,3,Graduate
Seminar in Teaching Physics,PHY 388S,3,Graduate
Quantum Mechanics I,PHY 389K,3,Graduate
Quantum Mechanics II,PHY 389L,3,Graduate
Graduate Research,"PHY 190, 290, 390, 690, 990","1, 2, 3, 6, 9",Graduate
Nonlinear Plasma Theory,PHY 391M,3,Graduate
Seminar in Plasma Physics,PHY 391S,3,Graduate
Special Subjects in Plasma Physics,PHY 391T,3,Graduate
Seminar in Plasma Theory,PHY 391U,3,Graduate
Solid-State Physics I,PHY 392K,3,Graduate
Solid-State Physics II,PHY 392L,3,Graduate
Many-Body Theory,PHY 392N,3,Graduate
Advanced Optical Spectroscopy,PHY 392P,3,Graduate
Density Functional Theory,PHY 392Q,3,Graduate
Seminar in Solid-State Physics,PHY 392S,3,Graduate
Special Topics in Solid-State Physics,PHY 392T,3,Graduate
Seminar in Relativity,PHY 393S,3,Graduate
Special Topics in Relativity,PHY 393T,3,Graduate
Special Topics in Theoretical Physics,PHY 394U,3,Graduate
Topics in Survey of Atomic and Molecular Physics,PHY 395,3,Graduate
Nonlinear Optics and Lasers,PHY 395K,3,Graduate
Laser Physics,PHY 395M,3,Graduate
Seminar in Atomic and Molecular Physics,PHY 395S,3,Graduate
Special Topics in Atomic and Molecular Physics,PHY 395T,3,Graduate
Cosmology,PHY 396G,3,Graduate
Introduction to Elementary Particle Physics,PHY 396J,3,Graduate
Quantum Field Theory I,PHY 396K,3,Graduate
Quantum Field Theory II,PHY 396L,3,Graduate
String Theory I,PHY 396P,3,Graduate
String Theory II,PHY 396Q,3,Graduate
Topics in Particle Physics: Seminar,PHY 396S,3,Graduate
Special Topics in Particle Physics,PHY 396T,3,Graduate
High Energy and Astroparticle Physics,PHY 396V,3,Graduate
Nuclear Physics,PHY 397K,3,Graduate
Seminar in Nuclear Physics,PHY 397S,3,Graduate
Special Topics in Nuclear Physics,PHY 397T,3,Graduate
Graduate Seminar in Nanoscience,PHY 197U,1,Graduate
Thesis,PHY 698,6,Graduate
Seminar in High Energy Theory,PHY 398S,3,Graduate
Supervised Teaching in Physics,PHY 398T,3,Graduate
Dissertation,"PHY 399W, 699W, 999W","3, 6, 9",Graduate
,,Total Hours: 337
DegreeView
